独树镇	独树
石家庄新悦网络科技有限公司	新悦网络
中华文化促进会	文促会
北京途西教育咨询有限公司	途西教育
江西省安福中学	安福中学
号松雪道人	松雪
奉化市明辉竹木业有限公司	明辉竹
潞城市第一中学	潞城一中
长崎县立女子短期大学	县女短
南宁市扶贫开发办公室	南宁市扶贫办
广州易理财税咨询有限公司	易理财税
木瓜村村	木瓜村
广东番禺中学	番禺中学
优尼科雷诺尔圣日耳曼酒店	雷诺尔圣日耳曼酒店
中华人民共和国交通运输部	交通部
麻峪村	麻峪
微概念国际传播机构	微概念
北斗星空志愿慈善会	星空慈善
南通综合保税区	南通综保区
上海晨光文具股份有限公司	晨光文具股份有限公司
定西衡通工程检测有限公司	西衡通工程检测
宋煜村	宋煜
湖南省野生动物救护繁殖中心	野生动物救护繁殖中心
甘肃兰药药业集团有限责任公司	兰药药业集团
中铁二十三局集团有限公司	二十三局集团
北京博晖创新光电技术股份有限公司	博晖创新
深圳市禧六福珠宝有限公司	禧六福
香港科技大学	香港科大
上海汇众汽车制造有限公司	上海汇众
郑州华盛数字科技有限公司	郑州华盛数字科技
八国集团首脑会议	八国首脑会议
临川温泉风景区	临川温泉
巫溪县地方税务局	巫溪县地税局
深圳市金华业软件系统有限公司	金华业软件
教育部关心下一代工作委员会	教育部关工委
深圳市康辉旅行社有限公司	深圳康辉旅行社
北京联众博通科技中心	联众博通
浙江福瑞科流控机械有限公司	福瑞科
爱家装修网	爱家网
中旭英才学校	中旭英才
大连环球国际会议服务中心	大连环球国际会议中心
贵州省镇远中学	镇远中学
霍州市第一中学	霍州一中
石嘴山物业管理行业协会	石嘴山物协
鹤壁市星宇煤质仪器有限公司	星宇煤质
称同位素封闭温度	封闭温度
卢龙县	卢龙
黑龙江恢先地震工程学基金会	恢先基金会
北京市朝阳区信息化协会	朝阳信协
深圳市联乐实业有限公司	联乐实业
北京大麦天乐文化传播有限公司	大麦天乐文化
广东翼龙实业集团有限公司	翼龙实业集团
剑桥中国学生学者联谊会	剑桥学联
尼呷镇	尼呷
蒲县宏源煤业集团有限公司	宏源煤业集团
杭州金星铜世界装饰材料有限公司	金星铜世界
北京银承库网络科技有限公司	银承库
望江县	望江
张放内动健康法	内动健康法
广州广汽比亚迪新能源客车有限公司	广汽比亚迪公司
伦敦南岸大学	南岸大学
绍兴市伊贤农业科技有限公司	伊贤农业
温州东来文化传媒有限公司	东来传媒
东莞银城酒店	银城酒店
泉港区	泉港
萨哈罗夫思想自由奖	萨哈罗夫奖
成都科迪机电设备有限公司	成都科迪
海口市第十中学	海口十中
十里铺镇慈心中学	慈心中学
磁县林坦中学	林坦中学
铁岭市科学技术协会	铁岭市科协
广州君和电气自动化有限公司	君和电气
北京乔迪信贷公司	乔迪信贷公司
北京能源集团有限责任公司	京能集团
单式记账凭证	单式凭证
中国领发网络科技有限公司	领发网络
山西工商学院	山西工商
世界儿童用品网	童品网
浙江衢州汽车运输集团有限公司	衢汽集团
山东恒通膨胀节制造有限公司	恒通膨胀节
自摸和	自摸
仲景宛西制药股份有限公司	宛西制药
定远县张桥中学	张桥中学
鲁山县第一高级中学	鲁山一高
南宁湘桂国际大酒店	南宁湘桂
北京北大国际旅行社	北大国旅
陕西伟志集团股份有限公司	伟志
斯里兰卡航空公司	斯里兰卡航空
四川省泸州市合江县人民法院	四川省合江县人民法院
最佳西方西安高新百事特威酒店	西安高新百事特威酒店
泉州泰山航海职业学院	泰山航海职业学院
上海亿佳轮胎橡胶有限公司	上海亿佳轮胎橡胶
麻城举水河	麻城举水
融创中国控股有限公司	融创中国
中建交通建设集团有限公司	中建交通
宁都县	宁都
凌边村	凌边
苍南县龙港镇第五中学	龙港五中
上海世康特制药有限公司	世康特制药
固安县第二中学	固安二中
中集安瑞科控股有限公司	集安瑞科控股
江西工程学院	江工
广东省新兴中药学校	中药学校
合肥高特佳创业投资有限责任公司	合肥高特佳公司
或者沈阳海派激光科技	沈阳海派
耳机功率放大器	耳放
平定县环境保护局	平定县环保局
百度贴吧唐山公交贴吧	唐山公交吧
中恒融担保有限公司	中恒融
海棠箐自然村	海棠箐
规范大坝安全定期检查	大坝定检
威内托大区	威内托
上海锦江旅游有限公司	上海锦旅
北京石油交易所	北油所
特异功能	异能
吉沈高速公路	吉沈高速
修华严奥旨妄尽还源观	妄尽还源观
厦门泊旅酒店	厦门泊旅
哈尔滨国际冰雪节经济贸易洽谈会	冰洽会
广州庆丰丰田汽车销售服务有限公司	广州庆丰丰田
上海华源复合新材料有限公司	上海华源复合新
浙江优加少儿文化创意有限公司	优加少儿
无忧路线科技传媒	无忧路线
南京外国语学校	南外
云南艺术学院	云艺
浦东新区科学技术协会	浦东新区科协
山东泰华路桥集团	泰华路桥
北川羌族自治县	北川
日喀则火车站	日喀则站
宁国市职业高级中学	宁国职高
广州市穗石信息技术有限公司	穗石信息
海岸观察通信站	观通站
郑州思念食品有限公司	思念食品
南京亚士德科技有限公司	南京亚士德科技
河南省餐饮与饭店行业协会	河南省餐饮行业协会
重庆市沙坪坝区磁器口小学校	磁器口小学
国有土地使用权出让收入	土地出让收入
警察学校	警校
北京大学宝石鉴定中心	北大宝石鉴定中心
山东正元地质勘查院	元地质勘查院
珠海公交柏宁出租车有限公司	柏宁公司
北京市房山区燕山住房和城市建设委员会	燕山住房城市建设委
上海鼎铃电器有限公司	鼎铃公司
武汉金火激光科技有限公司	武汉金火
石台县	石台
永泰县第三中学	永泰三中
肝硬化腹水	肝腹水
美因河畔法兰克福	法兰克福
文石陛	文石
中国社会科学院	社会科学院
北小塬村	北小塬
上海华达证券股份有限公司	华达证券
城父镇	城父
岳飞文武学校	岳飞武校
江西城市建设开发投资协会	江西城投协会
崂山太清风景游览区	太清景区
中国化工职工思想政治工作研究会	中化政研会
集安市第一中学	集安一中
汝南幼儿师范学校附属小学	汝南师范学校附属小学
长春市织梦创想网络科技有限公司	织梦创想
辛亥革命武昌起义纪念馆	武昌起义纪念馆
国坤环保科技有限公司	国坤环保
上海欧岱机械设备有限公司	上海欧岱机械有限公司
福州大学厦门工艺美术学院	厦工艺
长安振安中学	振安中学
景颇族木脑节	木脑节
北京晓博礼业文化有限公司	北京晓博礼业
上海英伦帝华汽车部件有限公司	英伦帝华
北京经纬信安科技有限公司	经纬信安
围场满族蒙古族自治县	围场县
全国美术作品展览	全国美术展览
国网能源研究院	国网能源院
西安铁路局新丰镇机务段	西局新段
山东省临沂第三中学	临沂第三中学
吉水县第二中学	吉水二中
桂林国家高新技术产业开发区	桂林高新区
宁波华奥联队	宁波华奥
上海常茂生物化学工程有限公司	上海常茂
淮南市气象局	淮南气象局
大连才杰游乐设备有限公司	才杰游乐
珠海市平沙第一中学	平沙一中
福建省龙岩市人民防空办公室	龙岩市人防办
上海市泸定中学	泸定中学
广州市园林科学研究所	广州市园林科研所
国家林业局竹子研究开发中心	竹子中心
北京迪铭营销咨询有限公司	迪铭咨询
新疆登煌管业有限公司	新疆登煌管业
蓄滞洪区运用补偿暂行办法	补偿暂行办法
北京华夏网络科技有限公司	华夏网络科技
贫困家庭学生高考入学政府资助金	政府资助金
渠县现代窑炉设计建造有限公司	渠县现代窑炉设计
又称赛吧城	赛吧
北京笔中展览展示有限公司	北京笔中展览
江湾镇	江湾
圣公会阮郑梦芹银禧小学	郑梦芹银禧小学
北京君怡舞蹈健身学院	君怡舞蹈健身学院
馋猫零食网	馋猫网
全名申银万国证券股份有限公司	申银万国
中国网球公开赛网球拉拉队	中网拉拉队
由长沙隆驰网络科技有限公司	隆驰网络
气的市政公用事业行政主管部门	市政公用事业主管部门
广东轻工职业技术学院图书馆	广东轻院图书馆
上海理工大学管理学院	管理学院
南京市莫愁中等专业学校	莫愁中专
淮南师范学院中文与传媒系	淮南师范学院中文系
上海有美健康咨询中心	有美健康
浙江康莱特药业有限公司	康莱特药业有限公司
遂宁益众创业指导服务中心	益众创业
宿州市第一职业高级中学	宿州一职高
江西省天将安防发展有限公司	天将安防
标准文献	标准
静乐县人民政府	静乐县政府
宝蓝物业服务股份有限公司	宝蓝股份
许昌宗诚知识产权代理有限公司	许昌宗诚
广东省墨江中学	墨江中学
余姚市海泰汽车零部件有限公司	海泰汽车零部件有限公司
中站区工商行政管理局	中站区工商局
安徽省当涂第一中学	当涂第一中学
北京众达朴信管理咨询有限公司	众达朴信
广东电白建设集团有限公司	广东电白建设
民航局清算中心	清算中心
宝鸡市姜城中学	姜城中学
国泰航空有限公司	国泰航空
济南大学教育与心理科学学院	济南大学教心学院
令乔村	令乔
成都天泽减速机制造有限公司	成都天泽减速机
广东盛羽佳联科技有限公司	盛羽科技
乐陵市饰逸居环保材料有限公司	饰逸居环保材料有限公司
深圳市正义网络技术有限公司	正义网络
湖南理工学院南湖学院	理工学院南湖学院
衡阳县发展和改革局	衡阳县发改局
昆山正大新成精密锻造有限公司	昆山正大新成
黄石市第十八中学	黄石十八中
华北水利水电学院外国语学院	华北水院外国语学院
厦门市商业联合会	厦商联
泉州市第十五中学	泉州十五
诏安县安全生产监督管理局	诏安县安监局
河南省民营经济维权发展促进会	河南省民促会
深圳市上士堂生物科技有限公司	上士堂
重庆工商大学融智学院	工商大学融智学院
南通叁人行营销策划有限公司	叁人行
英汉天文学名词数据库	天文名词库
海南白驹学校	白驹学校
呼和浩特市博物馆	呼和浩特博物馆
保利艺术博物馆	保利博物馆
辽宁沃锐达人力资源有限公司	沃锐达
上海农林职业技术学院	农林职业
立体交叉	立交
艋舺龙山寺	龙山寺
甘肃省烹饪协会	甘肃烹协
昆明市工商联昭通商会	昭通商会
服垄服装网	服垄
防伪税控主机共享开票系统	主机共享系统
北京市丰台区芳古园小学	芳古园小学
江苏常州经济开发区	常州经开区
石家庄科技职业学院	石家庄科技职院
上海翱林网络科技有限公司	上海翱林
衡阳市科学技术局	衡阳市科技局
上海豪禾印务有限公司	上海豪禾
住宅专项维修资金	维修资金
冲绳县祖国复归协议会	复归协
驻马店市礼品产业协会	驻马店礼品协会
厦门鑫森海电子有限公司	厦门鑫森海
言鼎会议服务有限公司	言鼎会务
联合国人权委员会	人权委员会
宁夏回族自治区伊斯兰教协会	宁夏伊协
鑫汇村镇银行	鑫汇村镇
蓟县出头岭镇初级中学	岭镇初级中学
中国人民解放军总参谋部	总参谋部
公立的三级甲等医院	公立三甲医院
中山大学公民与社会发展研究中心	中大公民社会中心
西安市第一中学	西安市一中
欧洲自由贸易联盟	欧贸联
西安市临潼区栎阳镇安李村小学	安李村小学
浙江金丽温高速公路有限公司	金丽温公司
上海解元信息科技有限公司	上海解元
井冈山大学	井大
